,time,train_accuracy,epochs
169,1554918397.866021,0.9763104838709677,34
170,1554918420.818282,0.9783266129032258,34
171,1554918443.656528,0.9823588709677419,34
172,1554918466.614956,0.9758064516129032,34
173,1554918514.431764,0.9732862903225806,35
174,1554918537.406215,0.9778225806451613,35
175,1554918560.284532,0.9793346774193549,35
176,1554918583.177926,0.9788306451612904,35
177,1554918605.620798,0.9758064516129032,35
178,1554918653.189995,0.9773185483870968,36
179,1554918676.156237,0.9788306451612904,36
180,1554918698.874533,0.9868951612903226,36
181,1554918721.568058,0.984375,36
182,1554918744.526777,0.9808467741935484,36
183,1554918792.406412,0.9768145161290323,37
184,1554918815.190831,0.9798387096774194,37
185,1554918837.904706,0.9813508064516129,37
186,1554918860.612554,0.9848790322580645,37
187,1554918883.525121,0.9758064516129032,37
188,1554918931.498013,0.9753024193548387,38
189,1554918954.541829,0.9747983870967742,38
190,1554918977.391456,0.9737903225806451,38
191,1554919000.242716,0.9778225806451613,38
192,1554919023.153238,0.9788306451612904,38
193,1554919071.147771,0.9722782258064516,39
194,1554919094.076566,0.9813508064516129,39
195,1554919116.826835,0.9904233870967742,39
196,1554919139.532385,0.9889112903225806,39
197,1554919162.164134,0.9863911290322581,39
198,1554919210.075698,0.9773185483870968,40
199,1554919232.637685,0.9838709677419355,40
200,1554919255.700733,0.983366935483871,40
201,1554919278.412173,0.9838709677419355,40
202,1554919301.080097,0.9848790322580645,40
203,1554919351.02316,0.9753024193548387,41
204,1554919373.498211,0.9858870967741935,41
205,1554919395.872825,0.9808467741935484,41
206,1554919418.030374,0.9813508064516129,41
207,1554919440.700669,0.9747983870967742,41
208,1554919490.230649,0.9712701612903226,42
209,1554919513.264828,0.9828629032258065,42
210,1554919535.963616,0.984375,42
211,1554919558.714499,0.9823588709677419,42
212,1554919581.246734,0.985383064516129,42
213,1554919628.830769,0.9798387096774194,43
214,1554919651.480957,0.9758064516129032,43
215,1554919674.064071,0.9818548387096774,43
216,1554919696.938473,0.983366935483871,43
217,1554919719.499289,0.9873991935483871,43
218,1554919767.239086,0.9788306451612904,44
219,1554919790.495216,0.9828629032258065,44
220,1554919813.382158,0.9884072580645161,44
221,1554919836.076804,0.9773185483870968,44
222,1554919858.733313,0.983366935483871,44
223,1554919906.422114,0.9778225806451613,45
224,1554919929.373357,0.9828629032258065,45
225,1554919952.126289,0.9858870967741935,45
226,1554919974.761779,0.9879032258064516,45
227,1554919997.478958,0.9858870967741935,45
228,1554920045.202604,0.9788306451612904,46
229,1554920068.133377,0.9884072580645161,46
230,1554920091.034158,0.984375,46
231,1554920113.877252,0.984375,46
232,1554920136.718945,0.985383064516129,46
233,1554920184.212821,0.9803427419354839,47
234,1554920206.775898,0.9858870967741935,47
235,1554920229.593339,0.9823588709677419,47
236,1554920252.509065,0.9848790322580645,47
237,1554920275.178342,0.9808467741935484,47
238,1554920322.764788,0.9768145161290323,48
239,1554920345.521294,0.985383064516129,48
240,1554920368.340831,0.9863911290322581,48
241,1554920390.95321,0.9818548387096774,48
242,1554920413.616755,0.983366935483871,48
243,1554920461.689931,0.9758064516129032,49
244,1554920484.4409,0.985383064516129,49
245,1554920507.082907,0.985383064516129,49
246,1554920529.801256,0.9838709677419355,49
247,1554920552.588473,0.9838709677419355,49
248,1554920600.498567,0.9717741935483871,50
249,1554920623.042884,0.9727822580645161,50
250,1554920645.671972,0.9747983870967742,50
251,1554920668.422222,0.9823588709677419,50
252,1554920691.16708,0.9858870967741935,50
253,1554920739.106246,0.9763104838709677,51
254,1554920761.850197,0.9868951612903226,51
255,1554920784.585892,0.9813508064516129,51
256,1554920807.298938,0.9848790322580645,51
257,1554920830.189489,0.984375,51
258,1554920878.091099,0.9758064516129032,52
259,1554920901.133733,0.9823588709677419,52
260,1554920923.830923,0.9828629032258065,52
261,1554920946.520404,0.9909274193548387,52
262,1554920969.372512,0.9793346774193549,52
263,1554921017.409341,0.9813508064516129,53
264,1554921040.156446,0.9879032258064516,53
265,1554921062.902509,0.984375,53
266,1554921085.599012,0.9828629032258065,53
267,1554921108.08948,0.9868951612903226,53
268,1554921155.894693,0.9727822580645161,54
269,1554921178.638467,0.9823588709677419,54
270,1554921201.506412,0.9924395161290323,54
271,1554921224.228096,0.984375,54
272,1554921246.935495,0.984375,54
273,1554921294.805273,0.9768145161290323,55
274,1554921317.565368,0.9868951612903226,55
275,1554921340.431762,0.9803427419354839,55
276,1554921363.271702,0.9828629032258065,55
277,1554921386.027387,0.9899193548387096,55
278,1554921433.815907,0.9838709677419355,56
279,1554921456.725523,0.9838709677419355,56
280,1554921479.455732,0.9904233870967742,56
281,1554921502.333724,0.9818548387096774,56
282,1554921525.300784,0.9838709677419355,56
283,1554921573.028274,0.9808467741935484,57
284,1554921595.795162,0.9828629032258065,57
285,1554921618.569666,0.9879032258064516,57
286,1554921641.401751,0.9899193548387096,57
287,1554921663.950868,0.9889112903225806,57
288,1554921711.758778,0.9803427419354839,58
289,1554921734.562281,0.9873991935483871,58
290,1554921757.432646,0.9868951612903226,58
291,1554921780.363528,0.9848790322580645,58
292,1554921802.813048,0.983366935483871,58
293,1554921850.924005,0.9788306451612904,59
294,1554921873.739876,0.9828629032258065,59
295,1554921896.565627,0.984375,59
296,1554921919.21195,0.984375,59
297,1554921941.83489,0.9889112903225806,59
298,1554921989.754905,0.969758064516129,60
299,1554922012.687941,0.9818548387096774,60
300,1554922035.377745,0.9858870967741935,60
301,1554922058.123134,0.9838709677419355,60
302,1554922080.672078,0.9873991935483871,60
303,1554922131.369089,0.9768145161290323,61
304,1554922153.777648,0.9808467741935484,61
305,1554922176.072867,0.9879032258064516,61
306,1554922198.609679,0.9868951612903226,61
307,1554922220.809859,0.9828629032258065,61
308,1554922268.719076,0.983366935483871,62
309,1554922291.493633,0.9879032258064516,62
310,1554922314.096587,0.9873991935483871,62
311,1554922336.850809,0.9894153225806451,62
312,1554922384.141116,0.9828629032258065,63
313,1554922406.795282,0.9879032258064516,63
314,1554922429.567008,0.9873991935483871,63
315,1554922452.138191,0.9858870967741935,63
316,1554922474.735298,0.9828629032258065,63
317,1554922522.255018,0.9798387096774194,64
318,1554922544.787552,0.9889112903225806,64
319,1554922567.324283,0.9863911290322581,64
320,1554922589.864229,0.984375,64
321,1554922612.609488,0.9828629032258065,64
322,1554922660.25349,0.983366935483871,65
323,1554922683.405223,0.9879032258064516,65
324,1554922706.356219,0.9879032258064516,65
325,1554922729.147039,0.9873991935483871,65
326,1554922751.663806,0.984375,65
327,1554922799.523259,0.9732862903225806,66
328,1554922822.215909,0.9884072580645161,66
329,1554922844.889362,0.9858870967741935,66
330,1554922867.414582,0.9899193548387096,66
331,1554922890.160351,0.9899193548387096,66
332,1554922937.707811,0.9823588709677419,67
333,1554922960.509067,0.9929435483870968,67
334,1554922983.405414,0.9873991935483871,67
335,1554923006.144676,0.9873991935483871,67
336,1554923028.784171,0.9873991935483871,67
337,1554923076.380341,0.9818548387096774,68
338,1554923099.232653,0.9879032258064516,68
339,1554923122.26757,0.9873991935483871,68
340,1554923145.356093,0.9863911290322581,68
341,1554923167.996024,0.9863911290322581,68
342,1554923215.551131,0.9768145161290323,69
343,1554923238.581159,0.9823588709677419,69
344,1554923261.401222,0.9858870967741935,69
345,1554923284.196944,0.9858870967741935,69
346,1554923306.803436,0.9838709677419355,69
347,1554923354.827968,0.9692540322580645,70
348,1554923377.728778,0.984375,70
349,1554923400.579406,0.9889112903225806,70
350,1554923423.26024,0.9879032258064516,70
351,1554923445.947993,0.9894153225806451,70
352,1554923493.710426,0.9823588709677419,71
353,1554923516.774396,0.9863911290322581,71
354,1554923539.425679,0.9863911290322581,71
355,1554923562.19749,0.9858870967741935,71
356,1554923584.956206,0.9873991935483871,71
357,1554923632.310552,0.9838709677419355,72
358,1554923655.252812,0.9919354838709677,72
359,1554923678.058224,0.9909274193548387,72
360,1554923700.865773,0.9858870967741935,72
361,1554923723.270102,0.9884072580645161,72
362,1554923770.841127,0.9763104838709677,73
363,1554923793.488858,0.9848790322580645,73
364,1554923816.349818,0.9793346774193549,73
365,1554923839.072369,0.9863911290322581,73
366,1554923861.648468,0.9848790322580645,73
367,1554923909.292087,0.9863911290322581,74
368,1554923932.247924,0.9818548387096774,74
369,1554923954.99276,0.9813508064516129,74
370,1554923978.114751,0.983366935483871,74
371,1554924000.882799,0.9899193548387096,74
372,1554924048.528554,0.9803427419354839,75
373,1554924071.197015,0.9818548387096774,75
374,1554924093.924381,0.9858870967741935,75
375,1554924116.866373,0.9858870967741935,75
376,1554924139.438398,0.9919354838709677,75
377,1554924187.203572,0.9783266129032258,76
378,1554924209.945134,0.983366935483871,76
379,1554924232.616556,0.9889112903225806,76
380,1554924255.350311,0.985383064516129,76
381,1554924278.101991,0.9894153225806451,76
382,1554924325.712892,0.9803427419354839,77
383,1554924348.397124,0.9873991935483871,77
384,1554924371.247577,0.9919354838709677,77
385,1554924393.958313,0.9904233870967742,77
386,1554924416.584185,0.9899193548387096,77
387,1554924464.520094,0.985383064516129,78
388,1554924487.269009,0.9838709677419355,78
389,1554924510.555404,0.9868951612903226,78
390,1554924533.343468,0.9863911290322581,78
391,1554924556.234563,0.9919354838709677,78
392,1554924603.770906,0.9828629032258065,79
393,1554924626.790141,0.9858870967741935,79
394,1554924649.523891,0.9863911290322581,79
395,1554924672.206041,0.9848790322580645,79
396,1554924695.035657,0.984375,79
397,1554924742.803133,0.9823588709677419,80
398,1554924765.658064,0.9884072580645161,80
399,1554924788.481508,0.9863911290322581,80
400,1554924811.274959,0.9798387096774194,80
401,1554924834.171292,0.9828629032258065,80
402,1554924884.51146,0.9803427419354839,81
403,1554924907.009669,0.9803427419354839,81
404,1554924929.44897,0.9909274193548387,81
405,1554924952.10805,0.9858870967741935,81
406,1554924974.880278,0.9879032258064516,81
407,1554925024.233637,0.9828629032258065,82
408,1554925047.065859,0.985383064516129,82
409,1554925069.942273,0.9879032258064516,82
410,1554925092.838953,0.9904233870967742,82
411,1554925115.436198,0.9863911290322581,82
412,1554925163.291416,0.9803427419354839,83
413,1554925185.994135,0.9873991935483871,83
414,1554925208.821338,0.9858870967741935,83
415,1554925231.489288,0.9904233870967742,83
416,1554925254.098994,0.9868951612903226,83
417,1554925301.50712,0.9813508064516129,84
418,1554925324.401324,0.9873991935483871,84
419,1554925346.916185,0.9879032258064516,84
420,1554925369.492387,0.9909274193548387,84
421,1554925392.062378,0.9914314516129032,84
422,1554925439.59748,0.9813508064516129,85
423,1554925462.213907,0.984375,85
424,1554925484.974591,0.9838709677419355,85
425,1554925507.666079,0.9889112903225806,85
426,1554925530.32787,0.9904233870967742,85
427,1554925577.821619,0.9828629032258065,86
428,1554925600.4861,0.9879032258064516,86
429,1554925623.353625,0.9848790322580645,86
430,1554925646.07288,0.9788306451612904,86
431,1554925668.753913,0.9863911290322581,86
432,1554925716.431227,0.9808467741935484,87
433,1554925739.369973,0.9884072580645161,87
434,1554925762.051029,0.985383064516129,87
435,1554925784.690043,0.9889112903225806,87
436,1554925807.322786,0.9889112903225806,87
437,1554925854.935202,0.9823588709677419,88
438,1554925877.543729,0.985383064516129,88
439,1554925900.294289,0.9884072580645161,88
440,1554925923.028134,0.9899193548387096,88
441,1554925945.691213,0.9873991935483871,88
442,1554925993.660896,0.9788306451612904,89
443,1554926016.282057,0.9894153225806451,89
444,1554926039.073486,0.9914314516129032,89
445,1554926061.718884,0.9909274193548387,89
446,1554926084.130321,0.9894153225806451,89
447,1554926131.87284,0.9858870967741935,90
448,1554926154.875706,0.9868951612903226,90
449,1554926177.809365,0.9909274193548387,90
450,1554926200.435667,0.9904233870967742,90
451,1554926223.067541,0.9939516129032258,90
452,1554926270.751667,0.9823588709677419,91
453,1554926293.468527,0.9884072580645161,91
454,1554926316.06192,0.9914314516129032,91
455,1554926339.000037,0.9909274193548387,91
456,1554926361.633522,0.9924395161290323,91
457,1554926409.247361,0.9818548387096774,92
458,1554926432.130947,0.9904233870967742,92
459,1554926454.845595,0.9899193548387096,92
460,1554926477.485024,0.9868951612903226,92
461,1554926500.036997,0.9808467741935484,92
462,1554926547.933399,0.984375,93
463,1554926570.462991,0.9894153225806451,93
464,1554926593.262694,0.9919354838709677,93
465,1554926616.136264,0.9858870967741935,93
466,1554926663.810853,0.9813508064516129,94
467,1554926686.523587,0.985383064516129,94
468,1554926709.400401,0.9889112903225806,94
469,1554926732.124176,0.9899193548387096,94
470,1554926754.781852,0.9858870967741935,94
471,1554926802.405605,0.9813508064516129,95
472,1554926825.180048,0.9873991935483871,95
473,1554926847.774878,0.985383064516129,95
474,1554926870.447663,0.9823588709677419,95
475,1554926893.124622,0.983366935483871,95
476,1554926940.563149,0.9758064516129032,96
477,1554926963.529716,0.9884072580645161,96
478,1554926986.272887,0.9863911290322581,96
479,1554927008.802383,0.9929435483870968,96
480,1554927031.434917,0.9919354838709677,96
481,1554927079.186341,0.9848790322580645,97
482,1554927101.738068,0.9924395161290323,97
483,1554927124.409534,0.9909274193548387,97
484,1554927147.263298,0.9884072580645161,97
485,1554927169.902793,0.9873991935483871,97
486,1554927217.579404,0.9808467741935484,98
487,1554927240.303018,0.9884072580645161,98
488,1554927262.9784,0.9884072580645161,98
489,1554927285.482536,0.9838709677419355,98
490,1554927308.082208,0.9904233870967742,98
491,1554927355.663914,0.9803427419354839,99
492,1554927378.399269,0.9873991935483871,99
493,1554927401.157016,0.9894153225806451,99
494,1554927423.731792,0.9899193548387096,99
495,1554927446.406383,0.9889112903225806,99
